index	task_name	video_name	question_id	question	answer_number	candidates	answer
q01CUy_gwdU137	cartoon_event understanding	q01CUy_gwdU.mp4	q01CUy_gwdU137	What happens to the woman in the man's imagery when she is not around?	2	['She becomes an angel', 'She turns into an elvis', 'She turns into a flower fairy', 'She grows six more hands']	She turns into a flower fairy
28CIeC8cZks200	cartoon_entity recognition	28CIeC8cZks.mp4	28CIeC8cZks200	What color hair do the two kids have in the video?	2	['Black', 'Blue', 'Green', 'Red']	Green
28CIeC8cZks201	cartoon_reasoning	28CIeC8cZks.mp4	28CIeC8cZks201	Where is the camera angle locate at 03:19 in the video?	0	['Behind the girl', 'Above the girl', 'In front of the girl', 'Next to the girl']	Behind the girl
28CIeC8cZks202	cartoon_entity recognition	28CIeC8cZks.mp4	28CIeC8cZks202	What color is the necklace around the neck of the elderly person in the video?	0	['Blue', 'Black', 'Green', 'Red']	Blue
28CIeC8cZks203	cartoon_reasoning	28CIeC8cZks.mp4	28CIeC8cZks203	Why does the girl wear a mask in the video?	2	["Because she's participating in a costume party", "Because it's a fashion statement", 'She wants to know where someone is', "Because she's trying to hide her identity"]	She wants to know where someone is
28CIeC8cZks208	cartoon_entity recognition	28CIeC8cZks.mp4	28CIeC8cZks208	What is on the head of the older brother of the two childreno?	0	['Headscarf', 'Crown', 'Helmet', 'Hat']	Headscarf
28CIeC8cZks210	cartoon_entity recognition	28CIeC8cZks.mp4	28CIeC8cZks210	What color are the balls held by the two people in the video?	1	['Black', 'Blue', 'Green', 'Red']	Blue
28CIeC8cZks213	cartoon_temporal grounding	28CIeC8cZks.mp4	28CIeC8cZks213	What color light is emanating from the woman's arm at 36:05 in the video?	3	['Green', 'Red', 'Yellow', 'Blue']	Blue
28CIeC8cZks214	cartoon_event understanding	28CIeC8cZks.mp4	28CIeC8cZks214	What does the girl use to find the person she is looking for in the video?	0	['Mask', 'Tail', 'Phone', 'Car']	Mask
28CIeC8cZks218	cartoon_entity recognition	28CIeC8cZks.mp4	28CIeC8cZks218	What color is the crystal on the object held by the girl?	3	['White', 'Yellow', 'Red', 'Blue']	Blue
28CIeC8cZks219	cartoon_temporal grounding	28CIeC8cZks.mp4	28CIeC8cZks219	What color are the runes on the bottom of the girl's feet at 38:18 in the video?	0	['Golden', 'White', 'Red', 'Black']	Golden
28CIeC8cZks221	cartoon_event understanding	28CIeC8cZks.mp4	28CIeC8cZks221	How many people are leaving by boat in the video?	3	['2', '4', '0', '1']	1
28CIeC8cZks223	cartoon_event understanding	28CIeC8cZks.mp4	28CIeC8cZks223	The girl rescue a total of how many spirits?	2	['5', '2', '4', '3']	4
TJR1oYDDTwg250	cartoon_key information retrieval	TJR1oYDDTwg.mp4	TJR1oYDDTwg250	What is the first word in the video?	1	['ENT', 'NET', 'TNE', 'ETN']	NET
TJR1oYDDTwg251	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg251	How many birds are there flying at the beginning of the video?	2	['6', '4', '5', '8']	5
TJR1oYDDTwg252	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg252	How many doors have colored lights at 00:29?	2	['2', '1', '3', '0']	3
TJR1oYDDTwg253	cartoon_event understanding	TJR1oYDDTwg.mp4	TJR1oYDDTwg253	What is the character doing between 01:05-01:09?	0	['Tie the gift box', 'Destroy the gift box', 'Colour the gift box', 'Stuff a gift box with something']	Tie the gift box
TJR1oYDDTwg254	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg254	What color are the clothes on the two men playing the trumpet?	2	['Blue', 'Yellow', 'Lilac', 'Rose']	Lilac
TJR1oYDDTwg255	cartoon_reasoning	TJR1oYDDTwg.mp4	TJR1oYDDTwg255	Does the Queen go first or does the king go first?	2	['Their children', 'King', 'Queen', 'They walk side by side']	Queen
TJR1oYDDTwg257	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg257	After the king talk to the green Dragon, who embraces the king?	0	['Prince', 'Green dragon', 'Queen', 'Princess']	Prince
TJR1oYDDTwg258	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg258	What are the patterns on the shawls of Kings and queens?	0	['Heart pattern', 'Circle pattern', 'Star pattern', 'Fruit pattern']	Heart pattern
TJR1oYDDTwg259	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg259	What color are the teeth in the middle of the green dragon?	3	['Yellow', 'Aqua', 'Brown', 'Faint yellow']	Faint yellow
TJR1oYDDTwg264	cartoon_event understanding	TJR1oYDDTwg.mp4	TJR1oYDDTwg264	What happens when the villain's mirror breaks?	3	['The mirror fragments automatically fuse on the ground into a whole mirror again', "The mirror fragments cut the villain's hand", 'The mirror fragments are thrown away by the villains', 'The mirror fragments fly into the sky']	The mirror fragments fly into the sky
TJR1oYDDTwg266	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg266	Who save the green dragon from the net?	1	['Villain', 'Prince', 'Pink dragon', 'Princess']	Prince
TJR1oYDDTwg267	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg267	Who grasps the villain in the net?	1	['Green dragon and light blue dragon', 'Yellow dragon and light blue dragon', 'The prince and the pink dragon', 'Yellow dragon and pink dragon']	Yellow dragon and light blue dragon
TJR1oYDDTwg268	cartoon_event understanding	TJR1oYDDTwg.mp4	TJR1oYDDTwg268	How does the villain follow the prince, princess and dragon?	2	['Run after', 'Pilot a plane', 'Drive a car', 'Ride a bike']	Drive a car
TJR1oYDDTwg273	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg273	What instruments do the prince and princess play respectively during the performance?	3	['Both the prince and the princess are playing the guitar', 'The prince is playing the guitar and the princess is playing the drum set', 'The prince is playing the guitar and the princess is playing the piano', 'The prince plays the drum set and the princess plays the guitar']	The prince plays the drum set and the princess plays the guitar
TJR1oYDDTwg274	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg274	When the prince and princess play, the green dragon is singing in the sky while dropping what?	3	['Tree leaf', 'Star', 'Snowflake', 'Flower']	Flower
TJR1oYDDTwg277	cartoon_event understanding	TJR1oYDDTwg.mp4	TJR1oYDDTwg277	Why is the king so happy after using the telescope?	3	['Because the king is curious about binoculars', 'Because he sees his children greeting him', 'Because he sees the first prize', 'The villain makes a fool of himself because his sleigh caught fire']	The villain makes a fool of himself because his sleigh caught fire
TJR1oYDDTwg278	cartoon_reasoning	TJR1oYDDTwg.mp4	TJR1oYDDTwg278	What festival are they celebrating?	1	['Mid-Autumn Festival', 'Christmas Day', "All Saints' Day", "Valentine's day"]	Christmas Day
TJR1oYDDTwg279	cartoon_entity recognition	TJR1oYDDTwg.mp4	TJR1oYDDTwg279	What is on the green dragon at 27:08?	3	['Black scarf', 'Red scarf', 'Green scarf', 'Yellow scarf']	Yellow scarf
HfEVEGf1A8Q398	cartoon_entity recognition	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q398	Who gets the lollipop last?	1	['Frankenstein', 'Zombie', 'Vampire', 'Dokkaebi']	Zombie
HfEVEGf1A8Q399	cartoon_reasoning	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q399	Why doesn't the vampire want the lollipop?	3	['Because he thinks it is child who eat lollipop', "Because he can't eat lollipop", "Because he doesn't like lollipop", 'Because he thinks the lollipop is dirty']	Because he thinks the lollipop is dirty
HfEVEGf1A8Q401	cartoon_key information retrieval	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q401	When is the school let out in the afternoon?	0	['2:00 pm', '3:30 pm', '2:30 pm', '3:00 pm']	2:00 pm
HfEVEGf1A8Q402	cartoon_event understanding	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q402	What does the vampire do when the girl first finds him?	3	['Hide in the cabinet', 'Return the phone', 'Drink tomato juice', 'Clean the desk']	Clean the desk
HfEVEGf1A8Q403	cartoon_event understanding	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q403	What happens in the vampire's dream after he faints in front of the girl?	3	['The girl ties him to a tree and washes him', 'The girl ties him to a cross and burns him', 'The girl ties him to a cross and washes him', 'The girl ties him to a tree and burns him']	The girl ties him to a tree and burns him
HfEVEGf1A8Q407	cartoon_reasoning	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q407	Why the girl faints after the Frankenstein enters the room in the night she hides in the cabinet?	1	['She is scared by a ghost hunter', "She is scared by a zombie's head", 'She is scared by a vampire', 'She is scared by the Frankenstein']	She is scared by a zombie's head
HfEVEGf1A8Q410	cartoon_reasoning	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q410	Why does vampire bang his head on a table?	1	['He have no money to compensate', "The girl is noisy and doesn't study hard", 'He is hungry', 'He is nervous']	The girl is noisy and doesn't study hard
HfEVEGf1A8Q412	cartoon_event understanding	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q412	Where does the girl take the vampire after the exam?	3	['A playground', 'Her home', 'The principal room', 'A park']	A park
HfEVEGf1A8Q414	cartoon_summarization	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q414	What happens to the girl and the vampire?	3	["The vampire breaks the girl's game console but has no money to compensate, so he can only help the girl study. In the end, they become good friends", "The vampire breaks the girl's game console but has no money to compensate, so he can only work in labor to earn money with the girl. In the end, they become good friends", "The vampire breaks the girl's cell phone but has no money to compensate, so he can only work in labor to earn money with the girl. In the end, they become good friends", "The vampire breaks the girl's cell phone but has no money to compensate, so he can only help the girl study. In the end, they become good friends"]	The vampire breaks the girl's cell phone but has no money to compensate, so he can only help the girl study. In the end, they become good friends
HfEVEGf1A8Q416	cartoon_entity recognition	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q416	What does dokkaebi do after dancing alone?	0	['Vomit', 'Play music', 'Sing', 'Eat lollipop']	Vomit
HfEVEGf1A8Q417	cartoon_entity recognition	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q417	How many monsters does the ghost hunter capture first?	3	['3', '6', '5', '4']	4
HfEVEGf1A8Q419	cartoon_entity recognition	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q419	Who stop the ghost hunter at last?	3	['Skeleton', 'The human girl', 'Principal', 'Vampire']	Vampire
HfEVEGf1A8Q421	cartoon_key information retrieval	HfEVEGf1A8Q.mp4	HfEVEGf1A8Q421	Who is the director of this video?	0	['Bong Ho Kim', 'Bong Joon Ho', 'Mike Yangtzi', 'Jin Kum']	Bong Ho Kim
2sriHX3PbXw503	cartoon_entity recognition	2sriHX3PbXw.mp4	2sriHX3PbXw503	How many round glasses are there in the round frame above the house?	0	['7', '5', '6', '8']	7
2sriHX3PbXw506	cartoon_entity recognition	2sriHX3PbXw.mp4	2sriHX3PbXw506	What are running around the street?	3	['Rabbit', 'Spider', 'Cat', 'Mouse']	Mouse
2sriHX3PbXw508	cartoon_event understanding	2sriHX3PbXw.mp4	2sriHX3PbXw508	Why do the two women break down and cover their ears?	3	['Because they can not finish the chores', 'Because the neighbor is renovating the house', 'Because there are dogs everywhere', 'Because there are rats everywhere']	Because there are rats everywhere
2sriHX3PbXw509	cartoon_entity recognition	2sriHX3PbXw.mp4	2sriHX3PbXw509	How many mice run across the roof above the street?	1	['5', '2', '3', '1']	2
2sriHX3PbXw510	cartoon_entity recognition	2sriHX3PbXw.mp4	2sriHX3PbXw510	There is a group of people wearing the same outfit, lining up in a line across the street. How many people are there	1	['8', '6', '5', '4']	6
2sriHX3PbXw511	cartoon_event understanding	2sriHX3PbXw.mp4	2sriHX3PbXw511	After two groups of people collide, which direction do the six people wearing the same outfit go to?	2	['All but one go in the opposite direction', 'To the opposite direction of the other group', 'To the same direction as the other group', 'Some go to the opposite direction of the other group, some go to the same direction as the other group']	To the same direction as the other group
2sriHX3PbXw513	cartoon_event understanding	2sriHX3PbXw.mp4	2sriHX3PbXw513	How do people in the government communicate with everyone?	2	['They use a telephone hotline', 'They sit face to face and talk', 'They communicate through the government window', 'They utilize the email listed on the website']	They communicate through the government window
2sriHX3PbXw514	cartoon_entity recognition	2sriHX3PbXw.mp4	2sriHX3PbXw514	How many people are there in the government?	0	['7', '8', '6', '5']	7
2sriHX3PbXw516	cartoon_entity recognition	2sriHX3PbXw.mp4	2sriHX3PbXw516	When the people in the government are thinking, what kind of person comes into the meeting room?	1	['A person without a nose', 'A person with a particularly long nose', 'A person with colorful hat', 'A person in a tall hat']	A person with a particularly long nose
2sriHX3PbXw517	cartoon_entity recognition	2sriHX3PbXw.mp4	2sriHX3PbXw517	What kind of flying creatures can the person summon with a flute?	0	['Bat', 'Butterfly', 'Eagle', 'Sparrow']	Bat
2sriHX3PbXw522	cartoon_entity recognition	2sriHX3PbXw.mp4	2sriHX3PbXw522	How much does the man with a long nose get paid?	0	['A gold coin', 'He gets nothing', 'Three gold coins', 'A bag of gold coins']	A gold coin
2sriHX3PbXw527	cartoon_entity recognition	2sriHX3PbXw.mp4	2sriHX3PbXw527	One of the events for the celebration is a number of people riding on top of each other and performing acrobatics. How many people are there?	1	['5', '3', '2', '4']	3
2sriHX3PbXw528	cartoon_event understanding	2sriHX3PbXw.mp4	2sriHX3PbXw528	After the performance of three people riding on top of each other, what's the next performance?	1	['Dance performance', 'Nunchaku performance', 'Somersault performance', 'Kite flying performance']	Nunchaku performance
2sriHX3PbXw529	cartoon_reasoning	2sriHX3PbXw.mp4	2sriHX3PbXw529	What is the image of the government?	0	['Irresponsible and stingy', 'Accountable but poor', 'Friendly but unorganized', 'Wealthy and responsible']	Irresponsible and stingy
2sriHX3PbXw531	cartoon_key information retrieval	2sriHX3PbXw.mp4	2sriHX3PbXw531	Who is the narrator?	1	['John Hambley', 'Robert Hardy', 'Chris Walker', 'David Rohl']	Robert Hardy
2sriHX3PbXw532	cartoon_entity recognition	2sriHX3PbXw.mp4	2sriHX3PbXw532	Where does the man with long nose spend his night?	2	['In an inn', 'In a moutain', 'Near a river', 'On the roof of the government building']	Near a river
_zrgbA3FMVE651	cartoon_entity recognition	_zrgbA3FMVE.mp4	_zrgbA3FMVE651	What instruments are already on the stage before the actors come on?	2	['Harp', 'Bass', 'Drum kit', 'Piano']	Drum kit
_zrgbA3FMVE653	cartoon_event understanding	_zrgbA3FMVE.mp4	_zrgbA3FMVE653	How does the red-haired girl who plays bass look from 01:42-01:47?	2	['Angry', 'Boring', 'Amazed', 'Excited']	Amazed
_zrgbA3FMVE654	cartoon_entity recognition	_zrgbA3FMVE.mp4	_zrgbA3FMVE654	What color vest is the man lifting weights wearing?	0	['Green', 'Blue', 'Orange', 'Yellow']	Green
_zrgbA3FMVE657	cartoon_event understanding	_zrgbA3FMVE.mp4	_zrgbA3FMVE657	Why does the three girls run?	1	['They are chasing the escaped pig', 'They are afraid of being hit by a giant green cylinder', 'They are comparing the running speed', 'They are being chased by a man with a gun']	They are afraid of being hit by a giant green cylinder
_zrgbA3FMVE658	cartoon_event understanding	_zrgbA3FMVE.mp4	_zrgbA3FMVE658	What does the three girls do between 07:48-07:50?	3	['They are bowing', 'They are hugging', 'They are dancing', 'They are shaking hands']	They are shaking hands
_zrgbA3FMVE659	cartoon_key information retrieval	_zrgbA3FMVE.mp4	_zrgbA3FMVE659	What is the license plate number of the purple car driven by a woman with long black hair?	0	['Mandy', 'Erica', 'Lucy', 'Angela']	Mandy
_zrgbA3FMVE660	cartoon_entity recognition	_zrgbA3FMVE.mp4	_zrgbA3FMVE660	After the girl with long black hair presses the wrench on the machine, what picture appears?	3	['Three apple icons appear', 'Three milk carton icons appear', 'Three cherry icons appear', 'Three ice cream icons appear']	Three ice cream icons appear
_zrgbA3FMVE661	cartoon_event understanding	_zrgbA3FMVE.mp4	_zrgbA3FMVE661	What are two men in suits doing in front of a screen?	3	['They are playing video games', 'They are watching movies on the screen', 'They are watching variety shows', 'They are spying on three girls']	They are spying on three girls
_zrgbA3FMVE663	cartoon_event understanding	_zrgbA3FMVE.mp4	_zrgbA3FMVE663	After returning to school through the slide, where does the girl with orange hair appear?	3	['In the vending machine', 'In a car', 'School toilet', 'In the trash can']	In the trash can
_zrgbA3FMVE664	cartoon_event understanding	_zrgbA3FMVE.mp4	_zrgbA3FMVE664	What happens when the boy at the vending machine is about to press the button?	3	['The girl with long purple hair appears in the vending machine', 'The girl with long red hair appears in the vending machine', 'The girl with long black hair appears in the vending machine', 'The girl with short blond hair appears in the vending machine']	The girl with short blond hair appears in the vending machine
_zrgbA3FMVE665	cartoon_key information retrieval	_zrgbA3FMVE.mp4	_zrgbA3FMVE665	What letter appears on the computer after the girl with orange hair comes down from the bed and turns on the computer?	3	['M', 'N', 'V', 'W']	W
_zrgbA3FMVE666	cartoon_event understanding	_zrgbA3FMVE.mp4	_zrgbA3FMVE666	Where is the girl with short blond hair taken by two men in suits wearing sunglasses?	3	['Hospital', 'School', 'Hotel', 'Prison']	Prison
_zrgbA3FMVE667	cartoon_event understanding	_zrgbA3FMVE.mp4	_zrgbA3FMVE667	Where are the three girls transported?	2	['On the spaceship', 'On the car', 'On the plane', 'On the ship']	On the plane
_zrgbA3FMVE668	cartoon_entity recognition	_zrgbA3FMVE.mp4	_zrgbA3FMVE668	Why does the boat where the man with gray hair in a suit sink into the river?	3	['Because the girl with long black hair throws an explosive charge on his boat', 'Because the girl with short black hair throws an explosive charge on his boat', 'Because the girl with short red hair throws an explosive charge on his boat', 'Because the girl with short blond hair throws an explosive charge on his boat']	Because the girl with short blond hair throws an explosive charge on his boat
_zrgbA3FMVE670	cartoon_event understanding	_zrgbA3FMVE.mp4	_zrgbA3FMVE670	What happens after three girls got on motorcycles?	2	['Robots are chasing them and shooting them with black light', 'Robots are chasing them and shooting them with yellow light', 'Robots are chasing them and shooting them with green light', 'Robots are chasing them and shooting them with yellow light']	Robots are chasing them and shooting them with green light
_zrgbA3FMVE671	cartoon_temporal grounding	_zrgbA3FMVE.mp4	_zrgbA3FMVE671	What are the green numbers that appear between 36:05-36:06?	1	['59.9', '9.59', '5.95', '99.5']	9.59
_zrgbA3FMVE673	cartoon_entity recognition	_zrgbA3FMVE.mp4	_zrgbA3FMVE673	What changes do the people in the hall share?	1	['Their hair is partly green', 'Their hair is partly light yellow', 'Their hair is partly light blue', 'Their hair is partly red']	Their hair is partly light yellow
_zrgbA3FMVE674	cartoon_entity recognition	_zrgbA3FMVE.mp4	_zrgbA3FMVE674	How many knives are hanging on the wall of the kitchen where the chef is?	0	['8', '6', '11', '9']	8
