index	task_name	video_name	question_id	question	answer_number	candidates	answer
013-2	VideoMME	5wLv3pCqZ9o.mp4	013-2	According to the video, which of the following ingredients is not used in the artwork?	0	['A. Shell.', 'B. Glue.', 'C. Blue Food Dye.', 'D. Oil.']	A
013-3	VideoMME	5wLv3pCqZ9o.mp4	013-3	What was the next step taken by the operator after filling the bottle with oil?	0	['A. Applied glue to cork.', 'B. Added blue food dye.', 'C. Added 1/3 water.', 'D. Put the cork on the bottle.']	A
014-1	VideoMME	uqILuTcux_o.mp4	014-1	Which of the following can be identified as Susan White-Oakes' most recent art piece, based on the video?	3	['A. A tiger.', 'B. A bird.', 'C. A fish.', 'D. A pangolin.']	D
014-2	VideoMME	uqILuTcux_o.mp4	014-2	Based on the video, what is Susan White-Oakes' latest art work made of?	3	['A. Silver.', 'B. Iron.', 'C. Bronze.', 'D. Copper.']	D
014-3	VideoMME	uqILuTcux_o.mp4	014-3	What does Susan White-Oakes often do before polishing the whole body?	2	['A. She sculptures the legs.', 'B. She attaches the copper scales to the body.', 'C. She decides what size the head should be.', 'D. She shapes the claws.']	C
015-1	VideoMME	eXKE0nAMmg4.mp4	015-1	Which elements are depicted in the painting introduced by the video?	0	['A. A little girl and a red balloon.', 'B. A little boy and a red balloon.', 'C. A little girl and a blue balloon.', 'D. An adult and a blue balloon.']	A
015-2	VideoMME	eXKE0nAMmg4.mp4	015-2	Based on the video, what happened when the painting was sold?	3	['A. Someone put a shredder inside the painting.', 'B. The buyer was very happy because it got more worthy.', 'C. It disapeared.', 'D. It shredded into pieces.']	D
015-3	VideoMME	eXKE0nAMmg4.mp4	015-3	Based on the information provided by the video, which of the following statements is not correct?	1	['A. The painting got more expensive because it shredded.', 'B. The buyer put a shredder inside the painting many years ago.', 'C. People in the auction house were stunned when the painting shredded.', 'D. Banksky considered the shredding of painting is part of art.']	B
016-1	VideoMME	5_fXicEnKKk.mp4	016-1	When was the painting mentioned in the video painted?	1	['A. 1998.', 'B. 1889.', 'C. 1899.', 'D. 1988.']	B
016-2	VideoMME	5_fXicEnKKk.mp4	016-2	Which of the following elements does not appear in the paintings primarily mentioned in the video?	0	["A. Van Gogh' tragic life.", "B. The Van Gogh's artistic attainments.", 'C. The value of the painting.', 'D. The hope that led Van Gogh into success.']	A
016-3	VideoMME	5_fXicEnKKk.mp4	016-3	Which of the following elements is not present in the "Starry Sky"?	3	['A. Houses.', 'B. Stars.', 'C. Castle.', 'D. Moon.']	D
017-1	VideoMME	O0qVPW1fUn4.mp4	017-1	Based on the information provided by the video, what is the maximum number of fingers required to play this piece of music?	2	['A. Three.', 'B. Ten.', 'C. Four.', 'D. Five.']	C
017-2	VideoMME	O0qVPW1fUn4.mp4	017-2	What do the characters in this video mean?	1	['A. Volume.', 'B. Scale.', 'C. Note.', 'D. Strength of pressing the piano keys.']	B
017-3	VideoMME	O0qVPW1fUn4.mp4	017-3	In this video, why some keys are blue while others are green?	0	['A. Because it indicates the hand to play them.', 'B. Because it can help to make the video more colorful.', 'C. Because the YouTuber love these two colors.', 'D. Because keys on the special piano are eithor blue or green.']	A
018-1	VideoMME	tX8a00l_Dfs.mp4	018-1	According to the video, which finger does not need to press the strings when playing Em9?	3	['A. Index finger.', 'B. Middle finger.', 'C. Ring finger.', 'D. Little finger.']	D
018-2	VideoMME	tX8a00l_Dfs.mp4	018-2	How many kinds of chords are played in the video?	1	['A. Eight.', 'B. Seven.', 'C. Fourteen.', 'D. Six.']	B
018-3	VideoMME	tX8a00l_Dfs.mp4	018-3	What did the YouTuber do at the latter part of the video?	3	['A. He played his favorite tune.', 'B. He claimed that he loves the chords mentioned above.', 'C. He played some complex chords.', 'D. He strung many chords.']	D
019-1	VideoMME	mVIXU0x9ocI.mp4	019-1	What is the author's intention in presenting a scene where all birds fly away except for one on the branch?	2	['A. The bird feels tired of flying.', 'B. The bird likes to stay on the branch.', 'C. The bird might get used to being alone.', 'D. The bird is dead.']	C
019-2	VideoMME	mVIXU0x9ocI.mp4	019-2	What is the raven doing in the video?	0	['A. Eating.', 'B. Flying.', 'C. Walking.', 'D. Sleeping.']	A
019-3	VideoMME	mVIXU0x9ocI.mp4	019-3	Whom is the poem in the video written by?	2	['A. Michael.', 'B. Alone.', 'C. Edgar.', 'D. Shakespeare.']	C
020-1	VideoMME	YPaLGP_xr-w.mp4	020-1	Based on the video, which of the following statements provides the most accurate explanation for why the Statue of Liberty is green in color?	0	['A. Because the copper is rusty.', 'B. Because she was painted green.', "C. Because people didn't like her original color.", 'D. Because she is not the origin one any more.']	A
020-2	VideoMME	YPaLGP_xr-w.mp4	020-2	How did the photographer who took pictures of the three tourists in the video take the photo?	3	['A. By standing at the foot of the statue.', 'B. By going up to the crown of the statue.', 'C. By asking the vistor to lie down.', 'D. By lying down himself.']	D
020-3	VideoMME	YPaLGP_xr-w.mp4	020-3	Based on the information provided by the video, where is the best spot for tourists to take aerial photos of the sculpture mentioned in the video?	1	['A. At her feet.', 'B. At her crown.', 'C. Taken from the sea in the distance.', 'D. At her neck.']	B
021-1	VideoMME	TbaCxIJ_VP4.mp4	021-1	Which of the following accurately describes the content of the video?	0	['A. How mRNA vaccines work.', 'B. Production process and specifications of mRNA vaccines.', 'C. Application market of mRNA vaccine.', 'D. Possible side effects of mRNA vaccines.']	A
021-2	VideoMME	TbaCxIJ_VP4.mp4	021-2	Where does mRNA come from in the video?	1	['A. Cells.', 'B. Vaccines.', 'C. COVID-19 virus.', 'D. Antibodies.']	B
021-3	VideoMME	TbaCxIJ_VP4.mp4	021-3	What color is the cell membrane of the virus-invaded cell in the video?	2	['A. Black.', 'B. Yellow.', 'C. Red.', 'D. Blue.']	C
022-1	VideoMME	n3IYmdy6d4Y.mp4	022-1	According to the video, how long should one wait before cracking the same knuckle again?	1	['A. About 25 minutes.', 'B. About 20 minutes.', 'C. About 15 minutes.', 'D. About 23 minutes.']	B
022-2	VideoMME	n3IYmdy6d4Y.mp4	022-2	What detail does the caption provide about the term "synovial" at the beginning of the video?	0	["A. It is derived from the Latin word for 'egg'.", 'B. It is a term used to describe a type of joint movement.', 'C. It refers to a type of bone tissue.', 'D. It indicates a condition related to the joints.']	A
022-3	VideoMME	n3IYmdy6d4Y.mp4	022-3	Which of the following could be the main topic of the video segment?	3	['A. The surgical procedure for joint replacement.', 'B. The nutritional requirements for healthy bones.', 'C. The explanation of how joint lubrication works.', 'D. What happens to your knuckles when you crack them.']	D
023-1	VideoMME	iZYLeIJwe4w.mp4	023-1	Which option best describes the main topic of the video?	2	['A. Bacteria are replicating inside a cell.', 'B. A cell is being infected by a virus.', 'C. An immune cell is destroying pathogens.', 'D. A platelet is clotting blood.']	C
023-2	VideoMME	iZYLeIJwe4w.mp4	023-2	What is the mechanism/process that can break down bacteria according to the video?	0	['A. Special digestive enzymes: such as proteases or nucleases, which can break down bacterial proteins or nucleic acids under specific conditions.', 'B. Medical surgical instruments: e.g. scalpels, dissecting scissors, grinding equipment, etc., used for handling bacteria in surgery or cell culture.', 'C. Environmental disinfectants: Certain disinfectants, such as alcohol or hydrogen peroxide, are capable of disrupting the cell walls and membranes of bacteria, causing them to lyse.', 'D. Autoclaves: Autoclaving kills microorganisms, including bacteria, in medical devices or sample processing.']	A
023-3	VideoMME	iZYLeIJwe4w.mp4	023-3	Which cell shown in the video is of the same type as the white cell scrolling at the beginning?	0	['A. The green cells in the middle of the video, devour a red cell.', 'B. The devoured green cells at the beginning of the video.', 'C. Tiny dense cells in blue at the beginning of the video.', 'D. It is impossible to extrapolate.']	A
024-1	VideoMME	jkNxmTrrZSk.mp4	024-1	What does the video depict?	0	['A. A virus attacks a cell.', 'B. The replication of DNA.', 'C. A neuron sends a signal.', 'D. White blood cells attacking a pathogen.']	A
024-2	VideoMME	jkNxmTrrZSk.mp4	024-2	Which object is depicted as a small flying black dot at the start of the video?	1	['A. Dust mites in the lungs.', 'B. Virus.', 'C. Protein Receptors.', 'D. Black bacteria.']	B
024-3	VideoMME	jkNxmTrrZSk.mp4	024-3	What might be the primary focus of the video?	1	["A. The process by which viruses are eliminated by the body's immune response.", 'B. Mechanisms of viral infection.', 'C. Production and spread of viruses.', 'D. Types of viruses and the most harmful ones.']	B
025-1	VideoMME	ebzbKa32kuk.mp4	025-1	What structure is primarily depicted in the video?	1	['A. A model of a human lung.', 'B. A model of a human heart.', 'C. A model of a human liver.', 'D. A model of a human kidney.']	B
025-2	VideoMME	ebzbKa32kuk.mp4	025-2	Which of the following features is NOT visible on the model of the heart in the video?	2	['A. Coronary arteries.', 'B. Pulmonary veins.', 'C. Hepatic veins.', 'D. Aortic valve.']	C
025-3	VideoMME	ebzbKa32kuk.mp4	025-3	Which of the following best describes the purpose of the content shown in the video?	0	['A. For medical education.', 'B. For psychological prevention and treatment.', 'C. For diagnosis of special cases.', 'D. To guide home exercise programmes.']	A
026-1	VideoMME	XWfqBKeC0g8.mp4	026-1	What type of cells are highlighted in the video?	2	['A. Lung cancer cells.', 'B. Brain cancer cells.', 'C. Pancreatic cancer cells.', 'D. Stomach cancer cells.']	C
026-2	VideoMME	XWfqBKeC0g8.mp4	026-2	What level of magnification is used to view the cells in the video?	0	['A. 2000x magnification.', 'B. 1500x magnification.', 'C. 1000x magnification.', 'D. 500x magnification.']	A
026-3	VideoMME	XWfqBKeC0g8.mp4	026-3	What process might these cells be undergoing?	3	['A. Amitosis.', 'B. Photosynthesis.', 'C. Enzymatic reactions.', 'D. Mitosis.']	D
027-1	VideoMME	tS4a6I4-Yjo.mp4	027-1	Why does the woman need to drink water at the beginning of the video?	0	['A. Because she is preparing for a medical examination.', 'B. Because she went through an operation and needed to be hydrated.', 'C. Because she is sick and takes medication that requires a lot of water for adequate reflection.', 'D. Instead of water, she drinks a special medicine.']	A
027-2	VideoMME	tS4a6I4-Yjo.mp4	027-2	Which organization is responsible for publishing the video?	2	['A. UCLA Medical Center.', 'B. Eye Research USA.', 'C. Cancer Research UK.', 'D. South Africa Medical Center.']	C
027-3	VideoMME	tS4a6I4-Yjo.mp4	027-3	Which of the following statements can be inferred from the video?	1	['A. The patient is undergoing an ECG.', 'B. The patient is undergoing a CT scan.', 'C. The healthcare worker is teaching a medical student.', 'D. The healthcare worker is conducting a medical experiment.']	B
028-1	VideoMME	TVkck1ACKDQ.mp4	028-1	What organ did the woman in the video remove from the medical model?	0	['A. She removed the liver.', 'B. She removed the lungs.', 'C. She removed the kidney.', 'D. She removed the heart.']	A
028-2	VideoMME	TVkck1ACKDQ.mp4	028-2	What is the purpose of the video?	1	['A. Promotion for a hospital.', 'B. Admissions brochure for a school.', 'C. Introduction of a newly established medical laboratory.', 'D. Introduction of excellent characters.']	B
028-3	VideoMME	TVkck1ACKDQ.mp4	028-3	How many different people appear in the video?	2	['A. 3.', 'B. 4.', 'C. 1.', 'D. 2.']	C
029-1	VideoMME	JbDRs0ja3PE.mp4	029-1	Which human organ is visible in the video?	2	['A. Stomach.', 'B. Liver.', 'C. Lungs.', 'D. Kidneys.']	C
029-2	VideoMME	JbDRs0ja3PE.mp4	029-2	What is the purpose of the video?	1	['A. To warn about environmental issues.', 'B. To offer health-related advice.', 'C. To provide a weather update.', 'D. To advertise a new movie.']	B
029-3	VideoMME	JbDRs0ja3PE.mp4	029-3	What is the most likely message being conveyed by the video?	3	['A. The beauty of natural phenomena.', 'B. The excitement of scientific discovery.', 'C. The global impact of wildfires.', 'D. The dangers of drug interactions.']	D
030-1	VideoMME	39HTpUG1MwQ.mp4	030-1	What organelle is depicted at the beginning of the video?	0	['A. Mitochondrion.', 'B. Ribosome.', 'C. Chloroplast.', 'D. Golgi apparatus.']	A
030-2	VideoMME	39HTpUG1MwQ.mp4	030-2	What color is the ATP in the video?	3	['A. Black.', 'B. Green.', 'C. Blue.', 'D. Red.']	D
030-3	VideoMME	39HTpUG1MwQ.mp4	030-3	Based on the video, what is the main function of the organelle featured in the footage?	1	['A. Protein synthesis.', 'B. Energy production.', 'C. Photosynthesis.', 'D. Lipid metabolism.']	B
031-1	VideoMME	TPS22HRRY1k.mp4	031-1	Which of the following best describes the types of assets included within Will's "Assets Under Management" visual bar in the video, showcasing the composition of the mutual fund's holdings?	3	['A. Real Estate (blue), Precious Metals (red), and Foreign Currencies (yellow).', 'B. Real Estate (blue), Foreign Currencies (red), and Precious Metals (yellow).', 'C. Bonds (blue), Stocks (red), and Cash (yellow).', 'D. Stocks (blue), Bonds (red), and Cash (yellow).']	D
031-2	VideoMME	TPS22HRRY1k.mp4	031-2	Which best summarizes the content of the video?	1	['A. The process of registering a new mutual fund with the regulator and the associated legal requirements.', 'B. A basic explanation of what mutual funds are, and how they work.', 'C. A basic explanation of what national debts are, how they work and some key terms management.', 'D. The benefits and risks of investing in mutual funds as compared to other investment options such as individual stocks and bonds.']	B
031-3	VideoMME	TPS22HRRY1k.mp4	031-3	According to the video, which of the following statements is true?	0	['A. People no longer need to choose their own diversified investment portfolio after buying a mutual fund.', 'B. Investors in a closed-ended fund can withdraw their investment without trading to another investor.', 'C. Closed-ended funds can continually accept more funds from outsiders.', 'D. Anyone can set up a mutual fund at will.']	A
032-1	VideoMME	X30VlGh3HwQ.mp4	032-1	What is the video illustrating when there are three buildings appear in the video at the same time?	1	['A. The debt relationship between the federal government, municipalities, and businesses.', 'B. The issuers in the bond market include the federal government, municipalities, and corporations.', 'C. Presentations by and between the federal government, municipalities, and businesses.', 'D. The issuance of bonds to fund the construction of infrastructure.']	B
032-2	VideoMME	X30VlGh3HwQ.mp4	032-2	Based on data presented in the video, what was the approximate difference in value between the US bond market and the US stock market as of 2020?	1	['A. $5 trillion.', 'B. $10 trillion.', 'C. $15 trillion.', 'D. $20 trillion.']	B
032-3	VideoMME	X30VlGh3HwQ.mp4	032-3	How many laptops are produced in the company factory in the video animation?	0	['A. 9.', 'B. 6.', 'C. 8.', 'D. 7.']	A
033-1	VideoMME	zKyWRRJQbkM.mp4	033-1	Which denominations of bills and/or coins are shown in the animation at the beginning of the video, and what is the total value of these denominations?	2	['A. $15.25, including three $5 bills and one quarter.', 'B. $2.25, including two $1 bills and one quarter.', 'C. $7.25, including one $5 bill, two $1 bills and one quarter.', 'D. $10.25, including two $5 bills and one quarter.']	C
033-2	VideoMME	zKyWRRJQbkM.mp4	033-2	Which historical figure is visually depicted in a framed portrait in the video?	3	['A. Abraham Lincoln.', 'B. George Washington.', 'C. John F. Kennedy.', 'D. Franklin D. Roosevelt.']	D
033-3	VideoMME	zKyWRRJQbkM.mp4	033-3	In the video, what visual aid is used to compare the nominal minimum wage with its value in 2019 dollars, demonstrating the impact of inflation?	2	['A. A map of the United States with states color-coded by their minimum wage laws.', 'B. A line graph showing the trend of the federal minimum wage over time.', 'C. A line graph with two lines.', 'D. A side-by-side comparison of a 2019 dollar bill and a 1938 dollar bill.']	C
034-1	VideoMME	blSnLEZe-sI.mp4	034-1	What is this video about?	3	['A. Shares.', 'B. Central bank.', 'C. Financial crisis.', 'D. Quantitative easing.']	D
034-2	VideoMME	blSnLEZe-sI.mp4	034-2	According to the video, which statement is correct?	0	['A. The overall stock market could see stronger gains because of quantitative easing.', 'B. Quantitative easing requires the central bank to print money.', 'C. QE makes those so-called safe assets more attractive.', 'D. Quantitative easing leads to more money in the system.']	A
034-3	VideoMME	blSnLEZe-sI.mp4	034-3	What does the combination of a bond certificate and the UK flag most likely symbolize in the video?	1	["A. The UK's dependence on foreign investments.", "B. The UK's use of bonds for quantitative easing.", "C. The UK's high national debt.", "D. The UK's strong bond market."]	B
035-1	VideoMME	Gh_GtYtQoVI.mp4	035-1	What is the function of the stopwatch in the upper right corner of the video?	1	['A. To indicate the total duration of this video.', 'B. The video author made the annotations in order to explain clearly what finance is within one minute.', 'C. To display the current time when the narrator is sharing financial knowledge.', 'D. It is a countdown timer.']	B
035-2	VideoMME	Gh_GtYtQoVI.mp4	035-2	In what direction does the video author draw the various financial institutions?	3	['A. From left to right.', 'B. From right to left.', 'C. From bottom to top.', 'D. From top to bottom.']	D
035-3	VideoMME	Gh_GtYtQoVI.mp4	035-3	From which aspect does the video describe the role of finance?	0	['A. Business investment.', 'B. Market pricing.', 'C. Resource allocation.', 'D. Structural adjustment.']	A
036-1	VideoMME	MXKDvuEkSF0.mp4	036-1	How many new advertising situations are introduced in the video?	0	['A. 3.', 'B. 1.', 'C. 2.', 'D. 4.']	A
036-2	VideoMME	MXKDvuEkSF0.mp4	036-2	How much did sales increase at Dunkin' Donuts locations situated near the scent marketing dispensers?	3	['A. 37%.', 'B. 39%.', 'C. 27%.', 'D. 29%.']	D
036-3	VideoMME	MXKDvuEkSF0.mp4	036-3	What is the estimated value of the global marketing industry?	3	['A. $612 billion.', 'B. $45 million.', 'C. $58 million.', 'D. $475 billion.']	D
037-1	VideoMME	EQ-67udZEeg.mp4	037-1	Which of the following companies is not featured in the video?	3	['A. General Electric.', 'B. Starbucks.', 'C. Adobe.', 'D. Pepsi.']	D
037-2	VideoMME	EQ-67udZEeg.mp4	037-2	What visual element is used to showcase companies that are included in the Dow Jones Industrial Average?	2	['A. Photographs of corporate buildings.', 'B. Animated stock tickers scrolling across the screen.', 'C. Hand-drawn company logos.', 'D. Charts showing stock performance over time.']	C
037-3	VideoMME	EQ-67udZEeg.mp4	037-3	Which of the following is the correct order for the three indices presented in the video?	3	['A. Dow Jones, Nasdaq, S&P 500.', 'B. Nasdaq, S&P 500, Dow Jones.', 'C. S&P 500, Dow Jones, Nasdaq.', 'D. Dow Jones, S&P 500, Nasdaq.']	D
038-1	VideoMME	GqeRnxSuLFI.mp4	038-1	Which color of clothing is worn by the first person selling bananas in the video?	0	['A. Blue.', 'B. Purple.', 'C. Black.', 'D. Green.']	A
038-2	VideoMME	GqeRnxSuLFI.mp4	038-2	According to the video, which statement is correct?	0	['A. When supply is less than demand, you can make money by selling bananas.', 'B. You cannot make money by selling bananas.', 'C. You can make money by selling bananas.', 'D. When there are few people selling bananas, you can make money by selling bananas.']	A
038-3	VideoMME	GqeRnxSuLFI.mp4	038-3	Which best summarizes the content of the video?	0	['A. Supply and demand.', 'B. Bananas supply.', 'C. Business competition.', 'D. Banana selling.']	A
039-1	VideoMME	XOJKiOw8Xqo.mp4	039-1	Which time is displayed on the clock in the video?	3	['A. 08:00.', 'B. 03:00.', 'C. 11:00.', 'D. 05:00.']	D
039-2	VideoMME	XOJKiOw8Xqo.mp4	039-2	What is the color of Canada on the map in the video?	2	['A. Orange.', 'B. Yellow.', 'C. Pink.', 'D. Green.']	C
039-3	VideoMME	XOJKiOw8Xqo.mp4	039-3	What is the topic of this video?	1	['A. Gambling.', 'B. Money laundering.', 'C. Remittance.', 'D. Tax avoidance.']	B
040-1	VideoMME	5ksVshqVuiM.mp4	040-1	When did the events described in the video take place?	2	['A. Between 2014 and 2016.', 'B. Between 2020 and 2023.', 'C. Between 1997 and 2002.', 'D. Between 2006 and 2008.']	C
040-2	VideoMME	5ksVshqVuiM.mp4	040-2	What was Amazon's stock price at the peak of the dot-com bubble?	1	['A. $7/Share.', 'B. $100/Share.', 'C. $600/Share.', 'D. $300/Share.']	B
040-3	VideoMME	5ksVshqVuiM.mp4	040-3	What is the main content of this video?	1	["A. Amazon's development.", 'B. The dot-com Bubble.', 'C. Company competition.', 'D. Stock market.']	B
041-1	VideoMME	yl5ZXQmrtP0.mp4	041-1	When is the zodiacal light visible from the video?	0	['A. On March 19.', 'B. On March 24.', 'C. On March 25.', 'D. On March 29.']	A
