index	task_name	video_name	question_id	question	answer_number	candidates	answer
11_mlvu_11	plotQA	movie101_51.mp4	0	What is the old man in Japanese clothing doing on the street?	1	['Meditating', 'Preparing food', 'Running', 'Walking']	Preparing food
12_mlvu_12	plotQA	movie101_86.mp4	0	What weather does the event occur in?	0	['Snowy day', 'Rainy day', 'Overcast day', 'Sunny day']	Snowy day
13_mlvu_13	plotQA	en_tv_1.mp4	0	At the beginning of the video, a woman in a red coat and a man with a hat are talking in the car. What does the man do after he opens the car door and leaves?	2	['Sleep', 'Eat', 'Make a phone call', 'Play games']	Make a phone call
14_mlvu_14	plotQA	en_tv_19.mp4	0	In the opening scene of the video where three people are chatting, what color is the shirt of the man wearing glasses?	0	['Blue', 'White', 'Green', 'Black']	Blue
15_mlvu_15	plotQA	movie101_79.mp4	0	What color is the suit worn by the man taking wedding photos?	1	['Brown', 'Pink', 'Black', 'White']	Pink
16_mlvu_16	plotQA	tomjerry_4.mp4	0	What does the cartoon cat use to hit the cartoon mouse?	0	['A vase', 'Hammer', 'Stick', 'Stone']	A vase
17_mlvu_17	plotQA	movie101_74.mp4	0	What did the police officer throw into the crowd in the video?	2	['Knife', 'Bomb', 'Smoke grenade', 'Bat']	Smoke grenade
18_mlvu_18	plotQA	movie101_87.mp4	0	What color is the woman's clothing at the beginning of the video?	2	['Green', 'White', 'Pink', 'Black']	Pink
19_mlvu_19	plotQA	movie101_30.mp4	0	What color is the dress of the little girl taking pictures in the video?	2	['Blue', 'Red', 'White', 'Blue']	White
20_mlvu_20	plotQA	movie101_2.mp4	0	What is the outcome for the man in black clothes?	0	['He is caught by a net laid by a helicopter', 'He is shot dead by people in military uniform', 'He dies by jumping off the cliff', 'He is captured by people in military uniform']	He is caught by a net laid by a helicopter
21_mlvu_21	plotQA	movie101_5.mp4	0	What is the weather during the outdoor fight scene with the soldiers standing?	1	['Cloudy', 'Rainy', 'Sunny', 'Snowstorm']	Rainy
22_mlvu_22	plotQA	movie101_28.mp4	0	What is the weather in the scene in the forest in the movie?	3	['Snowy', 'Sunny', 'Rainy', 'Foggy']	Foggy
23_mlvu_23	plotQA	movie101_73.mp4	0	At the end of the video, what is the mood of the man who gets hit?	2	['Happy', 'Sad', 'Angry', 'Neutral']	Angry
24_mlvu_24	plotQA	movie101_5.mp4	0	Is there a scene of archery in the video?	1	['', 'There is an archery scene', 'There is no archery scene', '']	There is an archery scene
25_mlvu_25	plotQA	movie101_111.mp4	0	Why did the man in the black coat leave after handing something to the speaker?	0	['There was a case he needed to handle', 'He was preparing for the next speech', 'He was in a hurry to go to the bathroom', 'He went to get another item']	There was a case he needed to handle
26_mlvu_26	plotQA	movie101_5.mp4	0	What is the weather during the fight at the beginning of the video?	3	['Snowstorm', 'Cloudy', 'Sunny', 'Rainy']	Rainy
27_mlvu_27	plotQA	movie101_1.mp4	0	What is the mood of the person in the blue pants after kicking the water?	0	['Resentful', 'Surprised', 'Happy', 'Depressed']	Resentful
28_mlvu_28	plotQA	movie101_32.mp4	0	What color is the car being repaired in the movie?	3	['Black', 'Yellow', 'Blue', 'White']	White
29_mlvu_29	plotQA	en_tv_25.mp4	0	What color is the clothing of the person holding a gun in the fight scene?	0	['Black', 'White', 'Green', 'Yellow']	Black
30_mlvu_30	plotQA	movie101_34.mp4	0	What color is the hair of the boy buying things in the convenience store in the video?	3	['Black', 'Red', 'White', 'Yellow']	Yellow
31_mlvu_31	plotQA	en_tv_25.mp4	0	What color is the chimney in the video?	2	['Yellow', 'Green', 'Alternating orange and white', 'White']	Alternating orange and white
32_mlvu_32	plotQA	en_tv_25.mp4	0	What color is the top worn by the woman making a phone call in the video?	0	['Green', 'White', 'Blue', 'Yellow']	Green
33_mlvu_33	plotQA	en_tv_31.mp4	0	What is the woman in the blue dress holding in the video?	2	['Food', 'Mirror', 'Flower', 'Water Cup']	Flower
34_mlvu_34	plotQA	movie101_27.mp4	0	What color are the flowers on the table in the meeting scene in the video?	1	['Black', 'White', 'Yellow', 'Blue']	White
35_mlvu_35	plotQA	en_tv_11.mp4	0	Why does the woman in blue clothing want to enter the house?	3	['To eat', 'To sleep', 'To play games', 'To operate the computer device in the house']	To operate the computer device in the house
36_mlvu_36	plotQA	en_tv_25.mp4	0	What color is the table lamp in the background of the scene where two people are chatting?	0	['White', 'Green', 'Yellow', 'Black']	White
37_mlvu_37	plotQA	movie101_71.mp4	0	What color is the dress of the woman writing on the wall in the video?	1	['Black', 'White', 'Blue', 'Red']	White
38_mlvu_38	plotQA	movie101_78.mp4	0	What color is the woman's dress in the tavern?	3	['Pink', 'Red', 'White', 'Green']	Green
39_mlvu_39	plotQA	tomjerry_10.mp4	0	What is the cartoon big mouse taking the cartoon little mouse to do?	0	['Looking for food', 'Listening to music', 'Watching movies', 'Playing ball']	Looking for food
40_mlvu_40	plotQA	en_tv_22.mp4	0	What color is the vest worn by the character in the amusement park scene?	1	['Yellow', 'Black', 'Green', 'White']	Black
41_mlvu_41	plotQA	xiaoliyu_9.mp4	0	What did the cartoon snake do to the cartoon carp?	0	['Attacked', 'Played', 'Invited for a meal', 'Invited for a drink']	Attacked
42_mlvu_42	plotQA	movie101_51.mp4	0	At the beginning of the video, why is the man in a white t-shirt panicking?	1	['An earthquake occurred', 'Their house is being lifted into the air', 'Sudden change in weather', 'The house collapsed']	Their house is being lifted into the air
43_mlvu_43	plotQA	en_tv_22.mp4	0	What material is the wall made of in the scene where it's being broken down?	2	['Cement', 'Wooden Plank', 'Bricks', 'Plastic Sheet']	Bricks
44_mlvu_44	plotQA	en_tv_16.mp4	0	What is the man's expression when he is chatting with the black man in the video?	1	['Smiling', 'Grimacing', 'Bitter smile', 'Shocked']	Grimacing
45_mlvu_45	plotQA	1.mp4	0	Why does the man suddenly stand up from the sailboat and walk to the other end of the boat at the beginning of the video?	0	['A wall blocks his way', 'He has to complete some important tasks', 'He wants to talk to other people on the boat', 'He wants to check the weather or sea conditions to ensure the safety of navigation.']	A wall blocks his way
46_mlvu_46	plotQA	en_tv_22.mp4	0	What color is the clothing of the man breaking the wall with a hammer?	3	['Green', 'White', 'Purple', 'Black']	Black
47_mlvu_47	plotQA	movie101_80.mp4	0	In what season does the story in the video take place?	2	['Summer', 'Spring', 'Winter', 'Autumn']	Winter
48_mlvu_48	plotQA	movie101_80.mp4	0	What is the weather like in the video?	2	['Sunny', 'Rainy', 'Snowy', 'Cloudy']	Snowy
49_mlvu_49	plotQA	tomjerry_2.mp4	0	What kind of bed is the cartoon mouse lying on?	1	['Stone bed', 'A bed made of cheese', 'Wooden bed', 'Iron bed']	A bed made of cheese
50_mlvu_50	plotQA	movie101_74.mp4	0	What color is the police officer's uniform in the film?	1	['White', 'Green', 'Black', 'Yellow']	Green
51_mlvu_51	plotQA	en_tv_18.mp4	0	What color is the hat of the man talking to the woman?	0	['Black', 'Orange', 'Blue', 'Green']	Black
52_mlvu_52	plotQA	haimian_8.mp4	0	Why does the cartoon sponge have many bumps?	0	['Because it was stung by a cartoon jellyfish', 'Because the cartoon jellyfish was hit', 'Because of a cartoon jellyfish allergy', 'Because the cartoon jellyfish was bitten']	Because it was stung by a cartoon jellyfish
53_mlvu_53	plotQA	en_tv_2.mp4	0	What happens to the woman with yellow hair on the street?	0	['She is shot down by someone', 'She is hit by an object', 'She is hit by a car', 'She is pulled away by someone']	She is shot down by someone
54_mlvu_54	plotQA	tomjerry_9.mp4	0	How does the cartoon dog get its teeth?	0	['Installing false teeth', 'Glued on', 'Stuck on', 'Drawn on']	Installing false teeth
55_mlvu_55	plotQA	en_tv_26.mp4	0	What color is the woman's clothing in the scene where a man gives a woman flowers?	0	['Green', 'White', 'Red', 'Pink']	Green
56_mlvu_56	plotQA	en_tv_18.mp4	0	What color is the hair of the woman giving a speech on the stage?	3	['Green', 'Blue', 'Orange', 'White']	White
57_mlvu_57	plotQA	movie101_30.mp4	0	What color is the clown's hair in the video?	1	['White', 'Red', 'Blue', 'Green']	Red
58_mlvu_58	plotQA	en_tv_18.mp4	0	What color is the shirt of the man who is talking to the man exercising?	3	['Orange', 'Red', 'Green', 'Blue']	Blue
59_mlvu_59	plotQA	movie101_28.mp4	0	What color is the back of the monster standing on the big monster in the movie?	1	['Black', 'Green', 'Blue', 'Purple']	Green
60_mlvu_60	plotQA	movie101_73.mp4	0	What color is the clothing of the first man to appear in the video?	1	['White', 'Yellow', 'Green', 'Black']	Yellow
61_mlvu_61	plotQA	en_tv_18.mp4	0	What color is the scarf of the woman making a phone call in the video?	1	['Blue', 'Purple', 'Green', 'Orange']	Purple
62_mlvu_62	plotQA	haimian_5.mp4	0	What is the cartoon sponge preparing to do when it sees the cartoon shark?	2	['Drinking milk', 'Drinking water', 'Drinking coffee', 'Drinking juice']	Drinking coffee
63_mlvu_63	plotQA	movie101_111.mp4	0	Why did two people in white coats push a device onto the stage during the speech?	3	['There was an unexpected situation on the stage', 'They pushed the device onto the stage on their own', 'To allow the man to repair the device', 'To assist the man in the black suit with his speech']	To assist the man in the black suit with his speech
64_mlvu_64	plotQA	movie101_70.mp4	0	What color is the man's clothes at the beginning of the video?	3	['White', 'Green', 'Yellow', 'Black']	Black
65_mlvu_65	plotQA	haimian_6.mp4	0	What are the cartoon octopus and cartoon sponge doing?	2	['Eating', 'Arguing', 'Running a restaurant', 'Fighting']	Running a restaurant
66_mlvu_66	plotQA	haimian_6.mp4	0	What are the cartoon starfish and cartoon sponge doing in the room?	1	['Sleeping', 'Watching TV', 'Playing games', 'Eating']	Watching TV
67_mlvu_67	plotQA	haimian_1.mp4	0	What is the cartoon octopus doing?	1	['Playing games', 'Eating a popsicle in a chair', 'Sleeping', 'Cooking']	Eating a popsicle in a chair
68_mlvu_68	plotQA	movie101_25.mp4	0	What color is the dog being held by the man in the movie?	2	['Blue', 'Yellow', 'White', 'Red']	White
69_mlvu_69	plotQA	haimian_6.mp4	0	What does the red cartoon character in red clothes give to the cartoon character in yellow clothes?	0	['A ring', 'Necklace', 'Earrings', 'Mobile phone']	A ring
70_mlvu_70	plotQA	movie101_77.mp4	0	What are the two people cutting with scissors?	2	['Socks', 'Pants', "The character for 'happiness'", 'Ribbon']	The character for 'happiness'
71_mlvu_71	plotQA	4.mp4	0	What color is the man's clothing at the beginning of the video?	1	['Red', 'Black', 'Yellow', 'White']	Black
72_mlvu_72	plotQA	tomjerry_4.mp4	0	What are the cartoon cat and mouse eating together on the wall?	0	['Chicken leg', 'Burger', 'Apple', 'Orange']	Chicken leg
73_mlvu_73	plotQA	tomjerry_5.mp4	0	What did the cartoon mouse place at the door after opening it?	2	['Wooden stick', 'Towel', 'Banana peel', 'Blanket']	Banana peel
74_mlvu_74	plotQA	haimian_6.mp4	0	What color does the cartoon starfish turn the boat into?	0	['Black', 'White', 'Blue', 'Green']	Black
75_mlvu_75	plotQA	movie101_24.mp4	0	What color is the package the old man carries in the video?	1	['Green', 'Red', 'Blue', 'Purple']	Red
76_mlvu_76	plotQA	movie101_104.mp4	0	Why does the girl with glasses run downstairs in a hurry?	2	['Chasing someone', 'Being chased', 'To help another girl out of a situation', 'To get something']	To help another girl out of a situation
77_mlvu_77	plotQA	tomjerry_10.mp4	0	Why does the cartoon little mouse want to eat the cheese on the clip?	2	['Because the cartoon little mouse is angry', 'Because the cartoon little mouse wants to grow', 'Because the cartoon little mouse is hungry', 'Because the cartoon little mouse is happy']	Because the cartoon little mouse is hungry
78_mlvu_78	plotQA	en_tv_35.mp4	0	What color is the woman's clothing at the beginning of the video?	2	['Green', 'Black', 'White', 'Red']	White
79_mlvu_79	plotQA	movie101_17.mp4	0	What color is the clothes of the bald man sitting in the sedan in the video?	1	['Green', 'White', 'Blue', 'Red']	White
80_mlvu_80	plotQA	movie101_83.mp4	0	What color is the woman's clothes at the beginning of the video?	0	['Red', 'Green', 'Black', 'White']	Red
81_mlvu_81	plotQA	movie101_14.mp4	0	What color is the suit worn by the man holding a concert in the video?	1	['Blue', 'Black', 'Red', 'Green']	Black
82_mlvu_82	plotQA	movie101_88.mp4	0	What is the purpose of the two signing a contract?	2	['Service provision', 'Copyright transfer', 'Blood transfusion', 'Product sales']	Blood transfusion
83_mlvu_83	plotQA	xiaoliyu_1.mp4	0	What did the cartoon turtle hit that caused it to get dizzy?	3	['Shark', 'Whale', 'Reef', 'Cartoon carp']	Cartoon carp
84_mlvu_84	plotQA	en_tv_36.mp4	0	What color is the skirt worn by the old woman in the video?	2	['Black', 'Green', 'Red', 'White']	Red
85_mlvu_85	plotQA	tomjerry_9.mp4	0	What does the cartoon mouse hide in the food?	1	['Tennis Ball', 'Iron', 'Guitar', 'Baseball']	Iron
86_mlvu_86	plotQA	movie101_37.mp4	0	What color is the clothes of the person wearing a floral hat at the staircase in the video?	3	['Purple', 'Blue', 'Red', 'Green']	Green
87_mlvu_87	plotQA	movie101_15.mp4	0	What color is the suit the girl is wearing at the end of the video?	1	['Black', 'White', 'Red', 'Blue']	White
88_mlvu_88	plotQA	movie101_18.mp4	0	What color are the glasses the little boy is wearing in the video?	1	['Green', 'Black', 'Red', 'Blue']	Black
89_mlvu_89	plotQA	movie101_82.mp4	0	What color is the car driven by the two men?	0	['Green', 'Red', 'Black', 'White']	Green
90_mlvu_90	plotQA	9.mp4	0	How do the person in light-colored clothes and the person in dark-colored clothes climb onto the blue crane?	0	["Through the crane's hook", "By stepping on other people's shoulders", 'Jumping down from a helicopter', 'Jumping from the top of a truck']	Through the crane's hook
91_mlvu_91	plotQA	movie101_86.mp4	0	What in the man's hand is knocked off?	3	['Chopsticks', 'Spoon', 'Teacup', 'Wine glass']	Wine glass
92_mlvu_92	plotQA	en_tv_27.mp4	0	What color is the old woman's clothes in the video?	0	['Purple', 'Black', 'Yellow', 'Red']	Purple
93_mlvu_93	plotQA	haimian_2.mp4	0	What did the cartoon bug try to take away from the restaurant?	0	['A hamburger', 'Fries', 'Table', 'Drawing board']	A hamburger
94_mlvu_94	plotQA	movie101_77.mp4	0	What color is the wedding dress the woman is wearing at the beginning of the video?	0	['Black', 'Green', 'Pink', 'White']	Black
95_mlvu_95	plotQA	en_tv_32.mp4	0	What color is the woman's clothing who is taking photos with a mobile phone?	1	['Green', 'Black', 'White', 'Red']	Black
96_mlvu_96	plotQA	8.mp4	0	What color is the beard of the captain on the ship in the video?	3	['Brown', 'Red', 'Black', 'Has a long white beard']	Has a long white beard
97_mlvu_97	plotQA	movie101_108.mp4	0	What happened when the two little girls came down from the mountain road?	3	['They rested', 'They fell', 'They drank water', 'They were taken away']	They were taken away
98_mlvu_98	plotQA	movie101_104.mp4	0	What is the girl's reaction after the phone call at the beginning of the video?	1	['Angry', 'She walks on the road with a blank stare', 'Joyful', 'Happy']	She walks on the road with a blank stare
99_mlvu_99	plotQA	en_tv_30.mp4	0	What color is the dress of the woman arguing with the man in the room?	0	['Red', 'White', 'Blue', 'Black']	Red
100_mlvu_100	plotQA	movie101_17.mp4	0	What color is the clothes of the man who enters the door at the beginning of the video?	1	['White', 'Red', 'Green', 'Blue']	Red
101_mlvu_101	plotQA	movie101_75.mp4	0	What happens to the dog in the video?	0	['Gets killed', 'Gets stunned', 'Gets let go', 'Gets tied up']	Gets killed
102_mlvu_102	plotQA	movie101_38.mp4	0	What color is the hat that the policewoman wears at the beginning of the video?	2	['Green', 'Blue', 'White', 'Black']	White
103_mlvu_103	plotQA	movie101_11.mp4	0	What color is the door in the video scene?	3	['White', 'Blue', 'Black', 'Red']	Red
104_mlvu_104	plotQA	tomjerry_6.mp4	0	What broke the cartoon cat's teeth?	3	['Knife', 'Stone', 'Stick', 'The golf ball']	The golf ball
105_mlvu_105	plotQA	en_tv_36.mp4	0	What color is the sweater worn by the girl sitting by the bed?	0	['Purple', 'Blue', 'White', 'Black']	Purple
106_mlvu_106	plotQA	movie101_89.mp4	0	What is the emotion of the old woman at the start of the video?	3	['Neutral', 'Happy', 'Angry', 'Crying']	Crying
107_mlvu_107	plotQA	movie101_20.mp4	0	How many bottles are hanging on the eaves in the video?	0	['7', '6', '3', '9']	7
108_mlvu_108	plotQA	movie101_18.mp4	0	What color is the woman's dress in the video?	0	['White', 'Blue', 'Red', 'Green']	White
109_mlvu_109	plotQA	movie101_105.mp4	0	Why did the man at the beginning of the video rush into the house at the end?	1	['Because he wanted to turn off the TV', 'Because he wanted to save his child', 'Because he wanted to get his phone', 'Because he wanted to take an umbrella']	Because he wanted to save his child
110_mlvu_110	plotQA	9.mp4	0	At the beginning of the video, how do the person in light-colored clothes and the person in dark-colored clothes enter the scene?	1	['Get off the car into the scene', 'They climb over an iron fence to enter the scene', 'Run from the field into the scene', 'Jump out of the water into the scene']	They climb over an iron fence to enter the scene
111_mlvu_111	plotQA	movie101_40.mp4	0	What is the expression of the person riding the horse when directly exposed to sunlight?	1	['Neutral', 'Grimacing', 'Sad', 'Excited']	Grimacing
112_mlvu_112	plotQA	movie101_35.mp4	0	What color is the dress of the woman holding the bowl in the video?	1	['Blue', 'Red', 'Purple', 'Green']	Red
113_mlvu_113	plotQA	haimian_4.mp4	0	What is the cartoon sponge's reaction when the cartoon octopus finds him in the seaweed pile?	3	['The cartoon sponge laughed', 'The cartoon sponge cried', 'The cartoon sponge was excited', 'The cartoon sponge was scared']	The cartoon sponge was scared
114_mlvu_114	plotQA	1.mp4	0	How does the man in the black sweater finally disappear from the screen?	2	['He slowly moves to the edge of the screen, eventually disappearing from the screen.', 'He walks into the cabin, disappearing from the screen.', 'He walks into the door in the wall and leaves', 'He is blocked by other objects, gradually disappearing from the screen.']	He walks into the door in the wall and leaves
115_mlvu_115	plotQA	en_tv_28.mp4	0	In the video, what instrument is the woman playing?	2	['Piano', 'Guqin', 'Cello', 'Violin']	Cello
116_mlvu_116	plotQA	en_tv_21.mp4	0	What color is the fence on the road in the movie?	2	['Blue', 'Orange', 'Yellow', 'Green']	Yellow
117_mlvu_117	plotQA	movie101_21.mp4	0	What color is the sweater worn by the boy chatting with the girl in the video?	3	['Yellow', 'Blue', 'Black', 'White']	White
118_mlvu_118	plotQA	tomjerry_9.mp4	0	Why does the cartoon cat kiss the cartoon dog?	3	['Because the cartoon cat likes the cartoon dog', 'Because the cartoon cat is happy', 'Because the cartoon cat is excited', 'Because the cartoon cat mistook the cartoon dog for the cartoon female cat']	Because the cartoon cat mistook the cartoon dog for the cartoon female cat
119_mlvu_119	plotQA	movie101_108.mp4	0	Why do the girls' parents want them to take a bath?	3	['They got food on themselves', 'The weather is too hot', 'They got oil on their clothes', 'Because they got wet in the rain']	Because they got wet in the rain
120_mlvu_120	plotQA	en_tv_12.mp4	0	What unexpected situation occurred at the rock climbing site?	3	['A sudden storm came', 'The facilities of the rock climbing site had a technical fault', 'The child fell off the rock', 'The child started climbing alone']	The child started climbing alone
121_mlvu_121	plotQA	en_tv_8.mp4	0	Where does the woman in black leather jacket go after talking alone with the man with a scar on his face?	2	['Office', 'Football field', 'Swimming pool', 'Gymnasium']	Swimming pool
122_mlvu_122	plotQA	en_tv_22.mp4	0	What color is the woman's hair in the room where the man is kidnapped?	2	['Green', 'Black', 'Yellow', 'White']	Yellow
123_mlvu_123	plotQA	movie101_107.mp4	0	Why does the woman get off the truck at the beginning of the video?	3	['Someone stopped the truck', "There's an obstacle ahead", 'The truck ran out of fuel', 'To unload goods for the marketplace']	To unload goods for the marketplace
124_mlvu_124	plotQA	movie101_67.mp4	0	What falls when the woman is eavesdropping?	2	['Backpack', 'Mobile phone', 'Recorder', 'Earphones']	Recorder
125_mlvu_125	plotQA	movie101_67.mp4	0	What color is the skirt of the woman interviewing the man?	1	['Blue', 'Red', 'Black', 'Green']	Red
126_mlvu_126	plotQA	movie101_111.mp4	0	Why did the man in the black coat enter the house of the woman in the white coat?	1	['To commit a robbery', 'To investigate a suspect', 'To rescue the woman', 'To help the woman']	To investigate a suspect
127_mlvu_127	plotQA	movie101_36.mp4	0	What color is the scarf worn by the girl playing in the snow in a plaid shirt in the video?	1	['White', 'Red', 'Blue', 'Green']	Red
128_mlvu_128	plotQA	movie101_81.mp4	0	Where is the wedding in the video held?	3	['Forest', 'Beach', 'Desert', 'Church']	Church
129_mlvu_129	plotQA	movie101_67.mp4	0	What is the emotion of the blonde woman at the beginning?	3	['Neutral', 'Joy', 'Grievance', 'Crying']	Crying
130_mlvu_130	plotQA	tomjerry_3.mp4	0	How did the cartoon cat drink milk?	3	['Drinking while standing', 'Drinking while sitting', 'Drinking from a cup', 'Drinking with a straw']	Drinking with a straw
131_mlvu_131	plotQA	movie101_19.mp4	0	What kind of animal are the people in the video leading?	0	['Dog', 'Pig', 'Sheep', 'Tiger']	Dog
132_mlvu_132	plotQA	movie101_26.mp4	0	What color is the safety helmet the worker in the video is wearing?	1	['Blue', 'Yellow', 'Green', 'Red']	Yellow
133_mlvu_133	plotQA	movie101_64.mp4	0	What is the girl's emotion in the elevator?	1	['Joy', 'Crying', 'Anger', 'Neutral']	Crying
134_mlvu_134	plotQA	movie101_64.mp4	0	What mode of transportation do the boy and girl use to go to school in the movie?	3	['Electric scooter', 'Bus', 'Subway', 'Bicycle']	Bicycle
135_mlvu_135	plotQA	movie101_20.mp4	0	What color is the woman's dress in the video?	1	['Yellow', 'White', 'Black', 'Blue']	White
136_mlvu_136	plotQA	tomjerry_5.mp4	0	How did the cartoon cat enter the yard?	2	['Riding a car', 'Holding a hammer', "Wearing a cartoon dog's headgear", 'Wearing a blanket']	Wearing a cartoon dog's headgear
137_mlvu_137	plotQA	movie101_64.mp4	0	What kind of food does the girl bring at the beginning of the movie?	3	['Porridge', 'Rice', 'Cake', 'Steamed bun']	Steamed bun
138_mlvu_138	plotQA	movie101_9.mp4	0	What color is the wild boar in the video?	1	['White', 'Black', 'Yellow', 'Red']	Black
139_mlvu_139	plotQA	xiaoliyu_2.mp4	0	Who took the purple glowing shell?	1	['Carp', 'Lobster', 'Turtle', 'Frog']	Lobster
140_mlvu_140	plotQA	xiaoliyu_2.mp4	0	Why did the frog faint?	1	['It was poisoned by a conch', 'It was knocked out by a conch', 'It was angered by a conch', 'It was scared by a conch']	It was knocked out by a conch
141_mlvu_141	plotQA	movie101_83.mp4	0	What scratched the man in yellow clothes in the video?	0	['Cactus', 'Knife', 'Paper', 'Scissors']	Cactus
142_mlvu_142	plotQA	movie101_2.mp4	0	Why does the man in black clothes stand on the edge of the cliff?	1	['He is meditating or contemplating on the edge of the cliff', 'To avoid being hit by a truck', 'He is admiring the view from the cliff', 'He is taking photos on the edge of the cliff']	To avoid being hit by a truck
143_mlvu_143	plotQA	xiaoliyu_2.mp4	0	What does the lobster use to hang the frog upside down?	3	['Hand', 'Seaweed', 'Rope', 'Antennae']	Antennae
144_mlvu_144	plotQA	en_tv_21.mp4	0	What color is the bag that the man is carrying in the rooftop conversation scene?	2	['Blue', 'Orange', 'Black', 'Green']	Black
145_mlvu_145	plotQA	movie101_21.mp4	0	What color are the shoes worn by the boy and girl chatting in the video?	2	['Yellow', 'Blue', 'White', 'Black']	White
146_mlvu_146	plotQA	movie101_29.mp4	0	What musical instrument appears in the movie?	0	['Guqin', 'Harp', 'Pipa', 'Erhu']	Guqin
147_mlvu_147	plotQA	en_tv_12.mp4	0	Who ran into the smoke-filled room and carried the girl out?	0	['Firefighter', 'Police', 'Passerby', 'Teacher']	Firefighter
148_mlvu_148	plotQA	en_tv_8.mp4	0	What does the man with a scar on his face do after drawing blood?	2	['Talks with someone', 'Eats bread', 'Takes a pill from a yellow bottle', 'Drinks milk']	Takes a pill from a yellow bottle
149_mlvu_149	plotQA	movie101_52.mp4	0	What preparation did the soldiers in the camp make to fight against the enemy's tanks?	2	['They ran away quickly', 'They lay down to hide', 'They rolled out a cannon to fight', 'They set up a machine gun']	They rolled out a cannon to fight
150_mlvu_150	plotQA	movie101_27.mp4	0	What color is the jacket worn by the fencing coach in the video?	3	['White', 'Green', 'Purple', 'Blue']	Blue
151_mlvu_151	plotQA	movie101_22.mp4	0	What is the shape of the building in the video?	2	['An elephant', 'A person', 'A large Buddha', 'A cow']	A large Buddha
152_mlvu_152	plotQA	movie101_78.mp4	0	What animal is the woman and man holding in their hands while standing in the night?	3	['Pig', 'Cat', 'Rabbit', 'Dog']	Dog
153_mlvu_153	plotQA	movie101_81.mp4	0	What color is the woman's dress at the beginning of the video?	2	['Black', 'Blue', 'Pink', 'White']	Pink
154_mlvu_154	plotQA	movie101_19.mp4	0	How many people are interacting at the staircase?	3	['Four', 'Two', 'Five', 'Three']	Three
155_mlvu_155	plotQA	movie101_26.mp4	0	What color are the glasses the man in the video is wearing?	1	['Red', 'Black', 'Green', 'Blue']	Black
156_mlvu_156	plotQA	movie101_110.mp4	0	In the red corridor, what scene is shown in the video?	1	['Eating', 'Conversation', 'Playing', 'Fighting']	Conversation
157_mlvu_157	plotQA	movie101_85.mp4	0	What is the woman doing by the river at the beginning of the video?	2	['Grooming', 'Drinking water', 'Weaving', 'Playing']	Weaving
158_mlvu_158	plotQA	movie101_8.mp4	0	When does the scene at the end of the video take place?	3	['Morning', 'Dusk', 'Noon', 'Night']	Night
159_mlvu_159	plotQA	en_tv_29.mp4	0	What color is the sweater of the old man talking to the woman at the beginning of the video?	1	['Black', 'Purple', 'Green', 'White']	Purple
160_mlvu_160	plotQA	movie101_63.mp4	0	What animal is lifted up at the end of the video?	2	['Snake', 'Fish', 'Chicken', 'Duck']	Chicken
161_mlvu_161	plotQA	en_tv_2.mp4	0	What happens when the man with glasses interacts with the woman with yellow hair?	2	['The woman ties a tie for the man', 'The woman slaps the man', 'The woman knocks the man down', 'The woman hands water to the man']	The woman knocks the man down
